Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
51,No,Travel_Rarely,235,Sales,1,3,Life Sciences,4231,2,Male,46,2,1,Manager,3,Single,3064,4125,3,No,12,3,3,2,16,2,2,14,4,0,4
41,No,Travel_Frequently,1007,Research & Development,29,4,Life Sciences,4232,4,Female,37,4,2,Laboratory Technician,1,Married,4503,11972,1,Yes,15,3,4,0,23,4,3,6,1,1,2
29,No,Non-Travel,986,Research & Development,2,3,Other,4233,3,Female,38,2,4,Manager,4,Married,14976,5430,1,No,12,4,2,1,19,1,3,0,0,0,0
37,No,Travel_Rarely,1247,Sales,1,2,Medical,4234,1,Male,36,4,3,Sales Executive,1,Divorced,6895,11757,1,No,12,4,2,1,16,2,3,3,3,2,0
35,No,Travel_Rarely,924,Research & Development,11,3,Medical,4235,3,Female,42,3,2,Manufacturing Director,4,Divorced,6353,22321,2,No,12,3,2,1,1,2,1,1,1,0,0
44,No,Travel_Rarely,579,Sales,4,4,Life Sciences,4236,4,Female,31,3,3,Sales Executive,3,Single,6554,16951,0,No,17,3,4,0,10,0,2,5,4,4,0
43,Yes,Travel_Rarely,978,Sales,4,1,Marketing,4237,1,Female,42,3,1,Sales Executive,1,Single,2349,13222,3,No,14,3,2,0,15,1,3,2,0,2,2
29,No,Travel_Frequently,1485,Human Resources,1,3,Medical,4238,2,Male,33,3,4,Manager,1,Married,11104,16973,0,No,15,3,1,0,5,2,3,5,1,2,5
51,Yes,Travel_Rarely,1305,Research & Development,7,1,Marketing,4239,4,Male,54,4,1,Laboratory Technician,3,Single,2096,5633,0,No,14,3,2,1,23,3,3,23,11,0,0
19,No,Travel_Rarely,1320,Human Resources,4,1,Medical,4240,3,Female,38,3,3,Human Resources,2,Married,9756,21521,2,Yes,15,3,2,3,3,6,3,1,0,1,1
38,Yes,Travel_Rarely,498,Sales,1,2,Life Sciences,4241,2,Male,46,4,3,Sales Representative,4,Single,8610,22979,7,No,12,3,3,2,9,0,3,2,1,1,1
29,No,Travel_Rarely,829,Sales,4,1,Medical,4242,3,Female,83,2,2,Sales Executive,4,Married,6174,17868,3,Yes,11,3,2,1,15,0,3,9,0,0,9
31,Yes,Travel_Frequently,1012,Research & Development,1,5,Medical,4243,2,Female,53,3,2,Healthcare Representative,3,Married,5232,10061,3,No,18,3,4,0,2,2,2,0,0,0,0
38,No,Travel_Rarely,192,Research & Development,1,3,Life Sciences,4244,4,Male,37,2,2,Research Director,4,Married,4407,6277,2,No,13,3,1,1,7,3,3,7,4,2,0
53,No,Travel_Rarely,994,Sales,11,3,Medical,4245,2,Male,95,2,3,Sales Representative,3,Married,9181,23449,8,No,13,3,3,1,8,3,2,8,0,5,8
53,Yes,Non-Travel,739,Research & Development,20,4,Medical,4246,2,Male,99,2,1,Manager,4,Single,2462,6865,0,No,13,3,3,0,3,2,3,3,0,1,1
42,Yes,Travel_Rarely,734,Research & Development,3,3,Life Sciences,4247,3,Female,73,3,2,Healthcare Representative,1,Divorced,5640,11631,0,No,18,3,2,0,6,4,3,2,1,0,2
44,No,Travel_Rarely,118,Sales,19,4,Medical,4248,3,Male,96,3,5,Manager,4,Married,19999,21310,1,No,11,4,4,0,16,5,2,0,0,0,0
39,No,Travel_Rarely,398,Research & Development,1,2,Marketing,4249,4,Female,37,3,2,Research Scientist,4,Single,4801,9872,2,No,15,3,2,0,11,2,3,6,0,4,1
38,No,Travel_Rarely,1247,Sales,27,3,Medical,4250,1,Male,36,3,2,Manager,1,Single,5283,15924,1,No,17,3,4,3,6,4,4,6,5,0,0
29,Yes,Non-Travel,512,Sales,2,2,Life Sciences,4251,4,Male,55,3,1,Sales Executive,3,Divorced,2196,4335,3,No,17,3,4,0,14,4,2,9,5,0,1
29,No,Non-Travel,1469,Research & Development,1,3,Medical,4252,2,Female,90,4,2,Research Scientist,4,Single,4459,24860,0,No,15,3,4,3,5,2,3,5,5,1,4
31,No,Travel_Frequently,1059,Research & Development,9,2,Medical,4253,4,Male,72,2,3,Manager,4,Single,9010,21047,2,No,11,3,1,0,14,3,2,1,1,1,1
28,Yes,Travel_Rarely,789,Sales,25,3,Life Sciences,4254,2,Male,68,1,2,Sales Representative,4,Married,5256,15813,5,No,13,4,3,1,14,1,2,11,1,3,1
24,No,Travel_Rarely,316,Research & Development,11,3,Life Sciences,4255,3,Male,88,2,4,Research Scientist,3,Married,14462,3476,0,No,13,3,1,0,10,2,1,2,1,0,2
45,Yes,Travel_Rarely,109,Sales,2,3,Life Sciences,4256,4,Male,58,2,1,Manager,4,Married,2323,24809,5,No,13,3,1,0,15,4,2,5,1,2,0
30,No,Travel_Rarely,1379,Sales,8,2,Life Sciences,4257,2,Male,57,4,3,Manager,3,Single,8988,9926,0,No,17,3,2,1,9,3,3,1,1,1,1
37,Yes,Travel_Rarely,780,Sales,13,4,Medical,4258,4,Male,78,3,1,Sales Representative,3,Single,3244,8821,2,No,17,3,4,0,4,1,3,4,1,3,3
44,Yes,Travel_Frequently,115,Research & Development,18,1,Life Sciences,4259,3,Male,76,4,2,Manufacturing Director,3,Divorced,4563,2418,0,Yes,15,4,3,1,3,2,3,3,0,0,3
42,Yes,Non-Travel,163,Sales,20,3,Life Sciences,4260,3,Male,44,3,3,Sales Executive,3,Single,6943,6760,1,No,16,3,2,0,12,3,4,2,2,1,0
40,No,Travel_Rarely,500,Research & Development,21,2,Life Sciences,4261,1,Male,76,4,3,Healthcare Representative,1,Divorced,7796,3532,1,No,12,3,4,1,18,2,3,6,6,0,4
40,Yes,Travel_Frequently,509,Research & Development,1,4,Technical Degree,4262,3,Male,55,3,2,Manufacturing Director,4,Married,6394,11403,0,Yes,20,4,4,0,17,2,1,9,0,1,4
20,No,Travel_Rarely,638,Sales,6,2,Life Sciences,4263,1,Male,52,3,2,Sales Representative,1,Single,5963,13229,1,No,20,3,3,3,7,3,4,7,7,1,0
32,Yes,Travel_Rarely,605,Research & Development,19,2,Medical,4264,4,Male,52,2,4,Manager,1,Single,11562,8516,0,No,17,3,3,0,10,2,3,10,1,2,1
39,No,Travel_Rarely,638,Research & Development,6,1,Life Sciences,4265,4,Male,42,3,1,Research Scientist,3,Single,3083,2781,7,No,16,3,2,0,14,3,3,3,3,0,3
48,No,Travel_Frequently,383,Sales,7,2,Life Sciences,4266,1,Female,78,2,5,Manager,3,Single,18234,23552,2,No,20,3,2,1,17,2,3,17,0,8,4
30,Yes,Travel_Frequently,329,Research & Development,2,3,Other,4267,3,Male,73,2,2,Laboratory Technician,1,Married,5041,8983,0,Yes,16,3,3,1,6,2,3,6,3,1,0
29,No,Travel_Rarely,593,Research & Development,2,3,Life Sciences,4268,2,Female,77,4,2,Manager,2,Married,4656,14295,3,No,15,3,1,1,15,2,4,15,9,0,4
28,Yes,Travel_Rarely,1181,Sales,1,3,Marketing,4269,1,Male,85,4,1,Manager,1,Divorced,2530,25390,4,No,20,4,2,0,17,3,2,17,1,1,1
55,Yes,Travel_Rarely,397,Sales,12,1,Life Sciences,4270,1,Male,46,3,3,Sales Executive,4,Single,7687,8308,0,No,11,3,3,1,25,3,4,13,1,0,0
31,No,Travel_Rarely,876,Sales,7,3,Life Sciences,4271,1,Female,77,3,3,Sales Representative,2,Married,9382,12512,0,No,13,4,4,1,10,2,3,3,3,1,0
24,No,Travel_Rarely,1404,Research & Development,1,4,Life Sciences,4272,1,Female,61,3,2,Research Director,3,Single,4744,3607,6,No,15,3,1,0,13,1,4,0,0,0,0
46,Yes,Travel_Rarely,1304,Research & Development,22,2,Other,4273,1,Male,54,2,1,Research Director,1,Married,2312,19640,0,No,15,4,1,1,19,4,3,19,2,2,3
38,Yes,Travel_Rarely,406,Research & Development,29,4,Marketing,4274,3,Male,71,2,1,Laboratory Technician,4,Single,3168,10193,1,No,21,3,4,1,13,3,3,1,1,1,1
36,No,Travel_Rarely,675,Research & Development,13,3,Life Sciences,4275,2,Male,46,1,4,Laboratory Technician,2,Married,14850,18748,3,No,12,3,4,0,19,4,3,12,1,1,2
38,Yes,Travel_Rarely,1103,Sales,10,4,Life Sciences,4276,4,Female,56,4,1,Sales Executive,3,Divorced,2227,25926,1,No,17,3,1,2,8,3,4,6,0,1,2
35,No,Travel_Rarely,1065,Research & Development,4,3,Marketing,4277,4,Female,38,1,2,Research Scientist,2,Divorced,4489,7580,0,No,16,3,4,2,14,5,4,6,6,2,6
23,No,Travel_Rarely,1423,Sales,1,4,Other,4278,1,Male,95,2,4,Sales Executive,4,Divorced,11741,14357,1,No,12,4,4,1,24,3,3,6,0,1,2
28,No,Travel_Rarely,1052,Research & Development,5,2,Marketing,4279,4,Male,52,3,2,Healthcare Representative,1,Divorced,6239,12639,3,No,18,3,1,3,15,4,2,12,2,8,2
48,No,Travel_Rarely,1178,Research & Development,4,4,Life Sciences,4280,2,Male,91,3,3,Manufacturing Director,2,Single,8978,25544,1,No,15,3,4,1,6,5,3,2,2,2,1
34,No,Travel_Rarely,1072,Research & Development,4,2,Technical Degree,4281,2,Female,64,3,3,Research Scientist,4,Single,9337,21138,4,No,15,3,2,0,13,1,3,8,2,0,8
25,Yes,Travel_Rarely,1297,Sales,14,1,Medical,4282,1,Female,34,2,4,Sales Representative,4,Divorced,10118,8883,0,No,17,3,4,0,6,3,3,6,6,2,6
44,No,Travel_Rarely,517,Research & Development,4,3,Life Sciences,4283,3,Female,87,3,4,Laboratory Technician,3,Single,12582,9774,9,No,17,3,4,0,7,4,2,7,4,0,7
32,No,Travel_Rarely,728,Sales,4,3,Life Sciences,4284,4,Female,84,3,2,Manager,1,Divorced,5930,14450,9,No,11,3,4,3,17,2,3,3,0,2,0
33,Yes,Travel_Frequently,868,Research & Development,29,2,Medical,4285,2,Male,62,4,2,Research Director,4,Single,6244,20134,0,No,17,4,4,1,13,1,3,0,0,0,0
38,No,Travel_Rarely,274,Sales,3,4,Marketing,4286,2,Male,67,3,3,Manager,1,Single,9622,16659,1,No,11,4,4,2,20,3,3,0,0,0,0
31,No,Travel_Rarely,573,Research & Development,11,3,Technical Degree,4287,3,Female,35,3,3,Laboratory Technician,4,Married,6406,17339,4,Yes,14,3,3,1,13,3,3,0,0,0,0
35,Yes,Travel_Frequently,790,Research & Development,7,1,Life Sciences,4288,3,Male,84,4,1,Research Scientist,4,Married,2182,16877,7,Yes,11,3,1,0,14,0,3,3,3,2,0
41,No,Travel_Rarely,939,Research & Development,2,2,Human Resources,4289,3,Female,77,1,5,Research Director,3,Married,17616,18397,0,No,14,3,1,2,12,2,3,12,3,0,1
37,No,Travel_Rarely,885,Research & Development,2,4,Life Sciences,4290,2,Female,33,4,2,Healthcare Representative,4,Married,5596,7978,0,No,15,3,4,0,11,2,3,9,3,1,2
28,No,Travel_Rarely,645,Research & Development,2,1,Life Sciences,4291,2,Male,39,3,3,Manager,2,Married,8735,13860,0,No,18,3,3,1,17,1,3,17,2,0,7
39,No,Travel_Frequently,705,Research & Development,1,1,Technical Degree,4292,1,Female,94,2,2,Laboratory Technician,4,Married,6313,18897,0,No,18,3,4,0,16,0,3,16,3,1,2
55,Yes,Travel_Rarely,262,Research & Development,4,3,Technical Degree,4293,1,Female,65,2,2,Research Scientist,4,Married,5617,9556,0,No,12,3,2,0,3,3,3,3,0,2,1
40,No,Travel_Rarely,248,Research & Development,29,1,Life Sciences,4294,3,Male,76,3,4,Healthcare Representative,3,Married,11161,3348,0,No,12,3,2,3,3,2,3,2,2,0,2
41,No,Travel_Rarely,785,Research & Development,24,4,Life Sciences,4295,3,Female,55,3,2,Research Director,4,Married,5532,24215,2,Yes,14,3,2,0,5,3,4,5,5,0,4
40,No,Travel_Rarely,721,Research & Development,1,1,Life Sciences,4296,3,Male,65,3,3,Manager,3,Married,9376,8340,3,No,20,3,1,1,14,0,2,1,1,1,1
48,Yes,Travel_Rarely,384,Research & Development,2,4,Life Sciences,4297,3,Male,99,3,2,Manufacturing Director,2,Divorced,5782,10650,2,No,14,4,1,0,4,2,3,4,4,1,4
37,No,Travel_Frequently,715,Sales,13,2,Other,4298,3,Male,66,2,2,Manager,4,Married,5015,13452,1,No,16,3,3,0,15,4,2,0,0,0,0
26,No,Travel_Frequently,929,Research & Development,4,4,Medical,4299,4,Female,81,2,3,Research Scientist,4,Single,6687,21097,1,No,17,3,2,1,16,5,3,15,5,1,1
33,No,Travel_Rarely,126,Research & Development,1,3,Medical,4300,3,Female,90,4,4,Research Scientist,1,Married,13899,23527,6,No,14,3,4,2,18,2,3,4,4,4,3
23,Yes,Travel_Rarely,407,Research & Development,13,1,Other,4301,4,Male,80,3,4,Research Director,3,Married,13709,9551,0,Yes,13,3,4,0,19,2,3,4,0,1,0
21,No,Travel_Rarely,531,Research & Development,1,3,Medical,4302,3,Female,90,3,1,Research Director,4,Divorced,2827,9752,0,No,12,3,1,1,14,1,3,14,12,0,1
20,No,Travel_Rarely,1233,Research & Development,2,4,Life Sciences,4303,4,Female,89,4,2,Research Scientist,4,Single,5030,25769,0,No,14,3,3,2,2,4,3,2,2,0,2
44,No,Travel_Rarely,799,Sales,1,2,Medical,4304,4,Male,40,2,1,Sales Executive,3,Single,2024,12352,0,Yes,18,3,3,0,29,3,3,29,0,1,2
40,Yes,Non-Travel,980,Research & Development,8,1,Other,4305,4,Male,83,3,1,Laboratory Technician,3,Single,2079,8961,0,Yes,17,3,4,3,8,1,2,0,0,0,0
41,Yes,Travel_Rarely,1245,Research & Development,3,3,Marketing,4306,2,Male,33,3,1,Laboratory Technician,1,Married,2677,14372,0,No,11,3,3,0,30,3,4,11,0,0,11
50,Yes,Travel_Frequently,364,Sales,1,4,Life Sciences,4307,1,Female,69,4,2,Sales Executive,4,Single,5969,26270,1,No,13,3,4,2,24,0,1,24,3,0,3
48,Yes,Travel_Rarely,1451,Research & Development,8,3,Medical,4308,1,Female,75,3,1,Laboratory Technician,1,Married,2957,13229,0,No,11,3,3,0,17,2,2,0,0,0,0
34,No,Travel_Rarely,973,Research & Development,14,2,Life Sciences,4309,3,Female,81,4,2,Manager,1,Single,4947,24720,5,Yes,16,3,4,0,7,2,3,4,0,1,4
32,No,Travel_Rarely,769,Sales,29,3,Other,4310,4,Male,32,3,2,Sales Representative,3,Married,4669,20692,1,No,16,4,4,0,6,2,3,0,0,0,0
28,No,Travel_Rarely,386,Research & Development,17,3,Life Sciences,4311,4,Female,49,3,4,Laboratory Technician,4,Married,11117,12915,0,No,11,3,4,0,6,3,3,6,0,1,1
51,Yes,Travel_Rarely,1336,Sales,11,3,Medical,4312,3,Female,80,3,3,Sales Representative,1,Single,10107,14589,3,Yes,16,3,4,3,8,3,3,8,0,0,5
40,No,Travel_Frequently,902,Research & Development,1,3,Marketing,4313,3,Male,38,2,2,Manager,4,Divorced,4938,19608,4,Yes,14,3,4,1,6,2,3,1,1,1,1
46,No,Non-Travel,1074,Human Resources,11,2,Life Sciences,4314,3,Female,43,3,2,Human Resources,3,Married,5842,12869,3,Yes,12,3,4,2,13,2,3,2,1,2,2
23,Yes,Travel_Rarely,1026,Research & Development,17,1,Other,4315,3,Female,68,2,2,Research Director,1,Married,5253,5149,1,Yes,15,3,2,0,18,4,2,10,0,0,5
35,Yes,Travel_Frequently,1484,Sales,10,1,Other,4316,4,Female,100,1,4,Manager,4,Married,11722,7914,7,Yes,19,3,1,3,11,4,4,7,7,0,2
55,Yes,Travel_Rarely,1337,Research & Development,4,3,Life Sciences,4317,1,Male,92,3,4,Healthcare Representative,4,Single,12167,2973,0,No,11,4,3,3,2,2,2,1,1,1,0
40,Yes,Non-Travel,244,Research & Development,10,1,Life Sciences,4318,1,Male,79,1,2,Manufacturing Director,1,Married,4315,11394,0,No,15,3,4,3,10,3,3,0,0,0,0
41,No,Travel_Rarely,698,Sales,28,4,Other,4319,3,Male,97,2,4,Sales Executive,3,Married,10230,4387,5,No,17,3,4,3,16,2,3,16,3,5,16
32,Yes,Travel_Rarely,856,Research & Development,14,1,Life Sciences,4320,4,Male,96,2,2,Laboratory Technician,4,Married,4383,2455,5,Yes,18,3,1,2,16,0,4,7,2,1,2
37,No,Travel_Rarely,943,Research & Development,1,4,Medical,4321,3,Male,80,2,2,Healthcare Representative,2,Married,4216,7239,4,No,14,3,4,0,5,3,2,1,1,1,1
41,Yes,Travel_Frequently,366,Sales,7,2,Life Sciences,4322,4,Female,98,3,1,Sales Executive,1,Married,2458,15804,0,Yes,12,4,2,0,4,6,2,4,4,1,2
25,Yes,Travel_Frequently,242,Research & Development,1,2,Medical,4323,2,Female,79,4,2,Healthcare Representative,1,Married,5685,8859,1,No,13,4,2,2,9,2,3,3,3,1,2
34,No,Travel_Frequently,523,Research & Development,1,2,Other,4324,4,Female,69,3,4,Research Scientist,4,Married,12806,16256,1,No,15,3,1,2,8,0,2,7,0,2,1
56,No,Travel_Frequently,1463,Research & Development,1,3,Life Sciences,4325,2,Male,90,3,5,Healthcare Representative,4,Single,14454,7296,4,No,16,3,2,1,23,2,3,23,1,1,4
35,No,Travel_Rarely,737,Research & Development,4,4,Life Sciences,4326,3,Female,55,3,2,Research Director,1,Married,5739,18559,0,Yes,17,3,4,0,15,1,2,4,4,2,0
52,Yes,Travel_Frequently,1041,Research & Development,6,4,Life Sciences,4327,1,Female,65,2,2,Healthcare Representative,3,Married,5421,8703,0,Yes,13,3,1,0,13,3,3,8,1,5,7
56,No,Travel_Rarely,394,Research & Development,5,2,Other,4328,3,Female,87,3,2,Research Director,3,Single,4740,4190,0,No,15,3,3,1,9,3,3,5,5,1,1
47,No,Travel_Rarely,1340,Research & Development,5,2,Medical,4329,3,Female,61,3,3,Research Director,3,Married,6908,19325,3,No,13,3,3,0,21,2,3,4,4,2,4
42,No,Travel_Rarely,1267,Research & Development,22,2,Other,4330,4,Female,92,2,1,Research Scientist,2,Married,3088,17173,1,No,11,3,1,1,17,2,3,17,7,0,0
37,No,Travel_Frequently,182,Research & Development,1,3,Technical Degree,4331,2,Female,41,3,2,Research Director,4,Married,5723,11528,7,No,16,3,1,0,6,2,2,0,0,0,0
34,No,Travel_Rarely,1036,Research & Development,2,1,Other,4332,4,Male,74,3,2,Manager,2,Married,4441,25041,0,No,12,3,2,1,5,3,4,0,0,0,0
34,No,Travel_Frequently,711,Sales,3,2,Life Sciences,4333,3,Female,80,2,1,Sales Representative,3,Divorced,2546,22181,1,Yes,12,3,3,3,7,0,3,7,6,0,0
38,Yes,Travel_Rarely,460,Sales,20,4,Medical,4334,1,Female,83,4,2,Manager,4,Married,4451,10257,9,No,15,4,4,0,1,1,3,1,1,1,0
36,No,Travel_Rarely,1367,Research & Development,5,3,Life Sciences,4335,4,Female,85,4,5,Manufacturing Director,4,Divorced,15053,17096,1,No,15,3,4,1,14,2,4,4,0,4,0
46,No,Travel_Rarely,1451,Research & Development,3,4,Life Sciences,4336,4,Female,53,3,2,Healthcare Representative,4,Married,4102,24983,1,No,13,3,3,0,23,2,3,2,0,0,1
31,No,Travel_Frequently,907,Sales,8,3,Other,4337,3,Male,35,1,3,Manager,1,Divorced,9661,9948,0,No,11,3,1,1,14,4,3,0,0,0,0
29,No,Travel_Rarely,425,Sales,4,3,Life Sciences,4338,3,Male,65,4,2,Sales Executive,1,Single,4089,22675,1,No,17,3,4,0,0,2,3,0,0,0,0
53,No,Travel_Rarely,1467,Research & Development,20,2,Life Sciences,4339,4,Male,38,3,4,Manufacturing Director,3,Married,14023,24967,0,No,14,3,1,1,7,5,2,6,1,4,6
41,No,Non-Travel,546,Research & Development,7,5,Life Sciences,4340,1,Male,93,4,5,Research Director,3,Married,17171,15570,1,No,15,3,4,0,13,1,2,5,3,2,5
49,Yes,Non-Travel,1234,Research & Development,29,4,Life Sciences,4341,1,Male,45,4,3,Manufacturing Director,3,Single,7956,14176,0,No,14,3,3,3,2,3,4,2,2,1,2
32,Yes,Travel_Rarely,317,Research & Development,2,3,Medical,4342,3,Female,94,3,1,Manufacturing Director,4,Married,3071,12776,1,No,18,3,3,0,10,2,2,0,0,0,0
42,Yes,Travel_Rarely,439,Research & Development,11,3,Life Sciences,4343,4,Male,62,3,1,Research Scientist,3,Married,2569,8889,3,Yes,13,3,4,0,22,3,4,7,5,3,7
35,No,Travel_Rarely,1048,Sales,3,3,Life Sciences,4344,1,Male,33,3,1,Manager,2,Married,2306,4492,5,Yes,15,3,1,0,12,3,2,12,4,2,3
50,Yes,Travel_Rarely,1485,Research & Development,2,3,Medical,4345,1,Female,89,2,1,Laboratory Technician,4,Divorced,2696,14583,7,No,16,3,4,0,14,2,4,2,1,0,0
46,Yes,Travel_Rarely,919,Research & Development,1,4,Technical Degree,4346,1,Female,54,2,5,Research Director,4,Married,17295,15092,2,Yes,16,3,1,0,12,3,3,0,0,0,0
45,No,Travel_Frequently,615,Sales,5,3,Life Sciences,4347,3,Male,44,4,2,Sales Representative,4,Single,6493,25329,4,Yes,13,4,4,1,23,3,4,2,2,1,2
29,Yes,Travel_Rarely,771,Research & Development,1,3,Medical,4348,3,Male,89,3,1,Manufacturing Director,2,Married,2776,17978,0,Yes,16,4,1,1,10,3,2,0,0,0,0
37,Yes,Travel_Rarely,271,Sales,5,4,Technical Degree,4349,3,Male,100,3,1,Manager,4,Married,2652,23623,0,No,15,3,3,0,3,3,3,2,1,2,2
34,No,Travel_Frequently,998,Sales,6,3,Life Sciences,4350,2,Male,47,3,2,Sales Representative,1,Single,5549,17520,2,Yes,11,3,3,1,5,3,4,5,5,0,5
40,No,Travel_Rarely,432,Research & Development,3,4,Technical Degree,4351,4,Male,51,3,3,Manager,1,Married,7735,2685,1,Yes,11,3,3,0,15,2,4,12,2,4,1
30,No,Non-Travel,464,Sales,3,3,Medical,4352,2,Male,67,4,4,Manager,3,Married,12458,6162,1,Yes,14,3,2,2,17,2,3,17,0,2,9
18,No,Travel_Rarely,902,Research & Development,14,4,Medical,4353,3,Female,51,3,1,Manager,2,Single,2632,4636,9,No,11,3,4,1,9,2,3,8,7,3,8
32,No,Travel_Rarely,124,Research & Development,15,2,Technical Degree,4354,1,Male,64,2,2,Laboratory Technician,4,Married,4326,7123,0,No,16,3,3,0,12,3,3,12,8,6,10
40,Yes,Travel_Rarely,466,Research & Development,4,3,Life Sciences,4355,3,Male,57,3,1,Manufacturing Director,3,Single,2357,25503,5,No,15,3,2,0,12,4,3,11,3,0,6
57,Yes,Travel_Rarely,1484,Sales,16,1,Medical,4356,3,Male,98,4,1,Sales Representative,2,Married,2616,9177,8,Yes,18,3,2,1,7,3,3,2,2,0,2
40,No,Non-Travel,199,Sales,1,2,Medical,4357,3,Male,96,2,5,Sales Executive,4,Divorced,19999,23098,0,No,15,3,4,0,5,2,2,5,0,0,0
40,No,Travel_Rarely,1453,Human Resources,16,1,Other,4358,2,Female,43,3,4,Manager,4,Divorced,11851,14893,9,No,17,3,4,1,12,2,1,7,7,2,0
33,Yes,Travel_Rarely,1011,Research & Development,8,3,Marketing,4359,1,Female,36,3,3,Healthcare Representative,4,Single,6777,21695,0,No,17,3,1,0,13,2,3,12,2,0,1
34,Yes,Travel_Rarely,874,Sales,1,1,Life Sciences,4360,3,Male,55,3,3,Sales Representative,4,Single,9844,10276,0,No,11,3,4,1,7,2,3,4,4,3,1
40,Yes,Travel_Rarely,590,Research & Development,10,3,Life Sciences,4361,3,Male,55,3,5,Research Director,2,Married,19999,5088,5,No,17,3,4,2,27,1,3,3,3,0,3
44,No,Travel_Rarely,159,Research & Development,2,3,Life Sciences,4362,2,Female,31,3,2,Manager,1,Divorced,6480,13140,0,Yes,11,3,3,0,3,5,3,3,3,3,3
49,No,Travel_Rarely,1494,Research & Development,17,2,Medical,4363,4,Male,38,3,2,Manager,3,Married,5704,9321,1,Yes,13,3,4,0,5,2,3,2,0,2,2
37,No,Travel_Frequently,299,Research & Development,12,3,Medical,4364,1,Male,51,3,2,Laboratory Technician,3,Married,5394,25818,2,No,14,3,4,1,3,3,3,3,3,1,3
41,No,Travel_Rarely,953,Sales,4,3,Life Sciences,4365,3,Male,95,1,2,Sales Executive,3,Married,6400,5622,0,No,13,4,4,2,15,3,3,3,1,0,3
40,Yes,Travel_Rarely,762,Research & Development,14,4,Marketing,4366,3,Male,54,2,1,Laboratory Technician,2,Divorced,2392,22563,4,Yes,11,3,2,0,15,3,4,15,6,4,3
34,No,Travel_Rarely,1211,Human Resources,1,3,Life Sciences,4367,3,Male,80,3,3,Manager,2,Married,7680,16114,1,No,13,3,2,0,13,1,3,13,0,1,8
42,Yes,Travel_Rarely,539,Research & Development,1,4,Medical,4368,4,Male,43,2,3,Manufacturing Director,4,Married,9551,13778,2,Yes,14,3,2,0,9,2,1,5,0,0,0
31,Yes,Travel_Frequently,132,Research & Development,21,4,Marketing,4369,2,Female,81,4,1,Research Scientist,2,Married,2152,23524,0,No,14,3,3,0,19,3,4,12,2,2,12
29,Yes,Non-Travel,899,Sales,1,3,Life Sciences,4370,3,Male,57,3,5,Sales Representative,1,Married,19514,17127,2,No,24,3,4,2,9,2,2,1,1,0,1
28,No,Travel_Rarely,1449,Research & Development,17,2,Life Sciences,4371,4,Male,65,3,2,Research Director,1,Single,5762,23391,1,No,17,3,2,2,7,2,3,0,0,0,0
54,No,Travel_Frequently,191,Research & Development,9,2,Life Sciences,4372,4,Male,38,2,1,Manufacturing Director,2,Married,2498,9255,2,No,11,3,3,1,21,2,3,5,0,2,3
51,No,Travel_Frequently,1328,Research & Development,24,3,Life Sciences,4373,4,Female,93,3,3,Laboratory Technician,1,Single,7284,5430,4,No,15,4,3,1,14,4,2,14,1,0,8
47,No,Non-Travel,1267,Sales,2,3,Life Sciences,4374,3,Female,51,3,1,Sales Executive,4,Married,2883,10349,4,No,15,3,2,0,10,0,3,0,0,0,0
32,No,Travel_Frequently,1330,Human Resources,10,4,Life Sciences,4375,1,Male,71,3,2,Human Resources,4,Divorced,5638,22766,1,Yes,14,3,3,0,11,2,3,2,2,2,2
37,Yes,Non-Travel,1490,Research & Development,3,4,Life Sciences,4376,1,Male,47,3,1,Research Director,4,Divorced,2124,12974,0,No,12,4,1,0,4,3,3,2,2,2,2
36,No,Travel_Rarely,753,Research & Development,6,3,Life Sciences,4377,4,Male,91,3,2,Research Director,4,Divorced,5829,4306,1,Yes,14,3,1,1,12,1,2,3,1,0,3
41,No,Travel_Frequently,1348,Research & Development,1,3,Life Sciences,4378,2,Male,87,1,2,Laboratory Technician,4,Single,5211,14623,0,No,17,3,2,0,11,2,4,11,2,0,5
47,No,Travel_Rarely,578,Research & Development,4,4,Life Sciences,4379,2,Female,94,3,2,Manufacturing Director,3,Divorced,5834,21344,1,Yes,16,3,2,2,14,3,4,4,4,1,4
50,No,Travel_Rarely,129,Research & Development,1,4,Life Sciences,4380,1,Male,59,4,1,Healthcare Representative,4,Married,2859,2789,0,No,18,3,2,1,11,1,3,0,0,0,0
27,No,Travel_Rarely,356,Research & Development,12,3,Technical Degree,4381,4,Male,69,3,1,Research Director,2,Married,3188,9840,1,No,18,3,1,1,13,3,4,4,2,0,1
45,Yes,Travel_Frequently,600,Research & Development,1,3,Medical,4382,1,Male,40,2,2,Research Director,1,Single,5729,4057,0,No,19,3,3,0,14,2,3,5,5,1,5
37,No,Non-Travel,1123,Research & Development,12,2,Life Sciences,4383,1,Male,67,3,3,Research Director,4,Married,9568,8713,4,No,14,3,4,1,17,6,2,8,8,0,1
